,bathrooms,bedrooms,building_id,created,description,display_address,features,interest_level,latitude,listing_id,longitude,manager_id,photos,price,street_address,price_scaled,GeoC,county,neigh,cl_sub
30858,1.0,2,80a120d6bc3aba97f40fee8c2204524b,2016-06-28 05:51:28,"THIS CONVERTED TO 2 BEDROOM UNIT IS CORNER UNIT WITH WINDOWS ALL AROUNDUNIT FEATURES Grand windows that frame sweeping water views Sleek interiors Hardwood floors Granite counter tops Marble bathrooms Picturesque views, and terraces in certain units**BUILDING AMENITIES INCLUDE State-of-the-art wellness center and health club Outdoor lounge furniture and roofdeck Full service maintenance team is ready to handle all types of requests Attendant/doorman 24 hours a day for greetings and safety Screening Room equipped with billiards and Wifi CONTACT FOR VIEWING REGINALD MONDESIR (747-928-7304<br /><br /><br /><br /><br /><br /><p><a  website_redacted ",Water Street,"['Roof Deck', 'Doorman', 'Elevator', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors', 'No Fee']",medium,40.707300000000004,7226483,-74.0046,24e99d9e08a0529de08e8aa192980730,"['https://photos.renthop.com/2/7226483_10dce2205f851eaac8b1030c31318ff4.jpg', 'https://photos.renthop.com/2/7226483_46d97f82482d57469f451493f59df0a0.jpg', 'https://photos.renthop.com/2/7226483_4ea67ea47bb0a28030f6423638c09c87.jpg', 'https://photos.renthop.com/2/7226483_b1009415949d5ff05885dce15cae473f.jpg']",3195,200 Water Street,1065.0,"40.7073,-74.0046",not available,not available,288.02198701517267
70492,1.0,1,6c0cbef67a279e820b7d6ca797bc15a0,2016-05-08 05:35:26,"30TH/ PARK AVENUE! MASSIVE 1 BEDROOM WITH STORAGE! ELEVATOR AND LAUNDRY BUILDING!Wonderful new 1 bedroom apartment in a great Park Avenue South location close to the 6 train! The bedroom fits a queen size bed, and the kitchen has a dishwasher and microwave. There is a small balcony off of the living room. Well maintained elevator building with laundry facilities. Lessees receive a generously discounted membership to New York Health and Racquet Club<br /><br />To Schedule an Exclusive showing contact: James Lorenzo at kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ",Park Avenue South,"['Dishwasher', 'Hardwood Floors']",low,40.7449,6984063,-73.9826,ab8c9250b384ccd4867aac5498d9a78f,"['https://photos.renthop.com/2/6984063_a206daddb40d40c372a1cb9597da4fcb.jpg', 'https://photos.renthop.com/2/6984063_de3048dd891faf78a3dcea46c9d3bc06.jpg', 'https://photos.renthop.com/2/6984063_5917e0fb7db02a599b2304453b266925.jpg', 'https://photos.renthop.com/2/6984063_804cfa154c9a2800ecd6a8dbb030f365.jpg', 'https://photos.renthop.com/2/6984063_16e0a8972f6905da1e265407403ddf2a.jpg']",2900,455 Park Avenue South,1450.0,"40.7449,-73.9826",not available,not available,138.4145146169199
77382,1.0,1,0,2016-05-29 01:24:53,"Available 6/1.Dishwasher.Pets Allowed.Great location.Elevator.Doorman.Close to transport, shops, groceries and restaurants. ",Fifth Avenue,"['Doorman', 'Dogs Allowed', 'Cats Allowed']",low,40.7366,7081122,-73.9934,4a774c61a15d65cb169d9f50238ee9ad,"['https://photos.renthop.com/2/7081122_35d575ae1d0ad403c584a690c57fd74d.jpg', 'https://photos.renthop.com/2/7081122_4c5c6054572ec8a12aff12343945f984.jpg']",4600,96 Fifth Avenue,2300.0,"40.7366,-73.9934",not available,not available,254.8329781390088
50524,1.0,3,0,2016-05-22 01:33:14,"This INCREDIBLE floor through three bedroom apartment is BRAND new to market!! All rooms queen sized, have closets and windows. Hardwood floors throughout, SUN Drenched apartment with TONS of windows. Open kitchen layout with dishwasher, and CLOSETS GALORE!The Upper East side is home to some of the best scenery, quiet streets, parks (Central Park!!!) less than three blocks away from your door! The Guggenheim museum, the National Academy of the Arts, The Cooper Hewit Smithsonian Design Museum! Gristedes grocery store, Whole Foods is right down the street as well, Manhattan Dog Spa (Pets OK!),Two laundromats on your block and the 4,5,6 Trains just a quick 4 block stroll! ",East 89th Street,"['No Fee', 'Dogs Allowed', 'Cats Allowed']",medium,40.7804,7051427,-73.9513,63e8c482071c22f43dd91b954e75cc2c,"['https://photos.renthop.com/2/7051427_0c3aeb6ff5cd829723ba9482dd7e56e1.jpg', 'https://photos.renthop.com/2/7051427_ec89ad58606310bd096e122cb529fa83.jpg', 'https://photos.renthop.com/2/7051427_505018229b672d08cdf35b2904b88518.jpg', 'https://photos.renthop.com/2/7051427_afeb95cc0b3a6cfdd334d9d6d6eb811e.jpg']",4595,219 East 89th Street,1148.75,"40.7804,-73.9513",not available,not available,284.7387478970172
77544,1.0,2,0,2016-05-11 01:31:46,"Beautiful 2 Bedroom in a gut renovated pre-war building that still has tons of original detail. Brand new imported Italian Porcelain tile hallways that simulate oak wood floors, state of the art heating system, video intercom system, gorgeous wainscoating entrance way along with tons of additional detailing. This gorgeous unit features: imported Italian porcelain tile bathroom, kitchen boasting Italian granite counter tops, full size dishwasher, built-in microwave and energy efficient LG refrigerator. The living space, along with bedroom, feature: high ceilings, sleeping & storage lofts, hardwood floors, exposed brick with a decorative fireplace & a very spacious layout. Conveniently located on The Upper West Side just steps away from Express 123 Subway, Fairway, Trader Joes, restaurants & Entertainment. ",West 75th Street,"['Fireplace', 'Pre-War', 'Dogs Allowed', 'Cats Allowed']",low,40.7799,6992749,-73.9792,0d16d096ef1256ba3fdd6df87f8e98fe,"['https://photos.renthop.com/2/6992749_539c165ab3686668c6886c9759d4665c.jpg', 'https://photos.renthop.com/2/6992749_dc0a8ffe34f347dd91dd8d23736d6409.jpg', 'https://photos.renthop.com/2/6992749_03b30b6d7a1a8c7a167bb6cf2932c473.jpg', 'https://photos.renthop.com/2/6992749_176a50646147567987813df707a56d45.jpg', 'https://photos.renthop.com/2/6992749_9edb4c3d9829c1e896aa30223b2fb8e7.jpg', 'https://photos.renthop.com/2/6992749_8f111dad81c88c9f862178e92135d1d6.jpg', 'https://photos.renthop.com/2/6992749_d557b6af6b18d21203253b37e4b8c524.jpg', 'https://photos.renthop.com/2/6992749_710de51e294062215381b330330b3f2c.jpg', 'https://photos.renthop.com/2/6992749_9e31aee0a80414b03ec7f6c80a876b61.jpg']",3700,142 West 75th Street,1233.3333333333333,"40.7799,-73.9792",not available,not available,283.7210966884413
71999,4.0,4,faa3b5d0d2bfbe54fbf4d4d15f7de59f,2016-05-02 02:13:02,"*NO FEE* Sponsor unit/ No board approval required. Lavish style and exquisite class are epitomized in this stunning loft at the award winning Beekman Regent Condominium. Enter through the gracious entry foyer of this magnificent, turn-key, 3,100+ square foot home and be immediately captivated by the soaring 13-foot ceilings and tremendous 35-foot gallery that leads into the impressively scaled living and entertaining area with oversized windows streaming southern light. Featuring four very generously sized bedrooms with custom lighting, all with marble en-suite baths ,and there is an additional powder room thoughtfully situated in the floor plan. The pristine master bedroom suite features multiple walk-in closets that are fully outfitted with California closets and the exquisite master provides room for a sitting area to lounge. The chefs kitchen has Italian Porcelain floors, granite counters, under-cabinet lighting and top-of-the-line appliances (Subzero, G.E. Advantium, Miele & Thermador) including a built-in wine cooler. New wood floors, central climate control in every room, new LG washer/dryer and gold-brushed hardware are some other distinguishing features of this trophy property. The Beekman Regent combines pre-war elegance and modern sophistication seamlessly blended to render unparalleled luxury living. Residents are greeted by a mahogany-paneled lobby illuminated by a Baccarat chandelier above Botticino marble floors. The attentive building staff is second-to-none, offering an array of services including 24-hour doorman, concierge service including dry-cleaning, tailoring, and housekeeping services. Additional lifestyle amenities include a fitness center, saunas, library room, residents lounge, conference room, private storage, bicycle room, and parking garage with valet parking.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Milutin Nikodijevic for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ",East 51st Street,"['Doorman', 'Elevator', 'No Fee', 'Dogs Allowed', 'Cats Allowed']",low,40.7548,6952349,-73.9661,c8e5586edfdb8fd3cdc6f9c3a9bf4678,"['https://photos.renthop.com/2/6952349_580c9c7a610744ee235ec7f90d880da0.jpg', 'https://photos.renthop.com/2/6952349_1b4c2c47770f94ad2ec4b2de2000f571.jpg', 'https://photos.renthop.com/2/6952349_ad7feeb3d33dbdaad3a59059b00dd61d.jpg', 'https://photos.renthop.com/2/6952349_6d317c0af8b911b9873ea8bb8916e750.jpg', 'https://photos.renthop.com/2/6952349_2c61dd942158da4a67dc7ccc47a69c92.jpg', 'https://photos.renthop.com/2/6952349_0c9100d3872ea0edc7775b80403761ad.jpg', 'https://photos.renthop.com/2/6952349_17b28014ed76f12d683d59fbbefbff49.jpg', 'https://photos.renthop.com/2/6952349_41f6ffafb5810cff7fdbd7fbe8b6ed21.jpg', 'https://photos.renthop.com/2/6952349_041431143e642fc5c99cd868a13aaa5c.jpg']",24995,351 East 51st Street,3124.375,"40.7548,-73.9661",not available,not available,388.33367576138727
14919,1.0,0,57efa26ca6f2a3a6120e0f2e3972c39b,2016-06-16 07:29:16,"This is an artsy studio, with a 24 HR doorman, Gym, pet friendly, with an over-sized elevator, and a live-in super, apartments each containing beautiful hardwood floors large windows allowing copious amount of sunlight to enter, upgraded kitchens with a laundry unit on every floor LOW FEE!<br /><br />Located on the southern boarder of Hells kitchen, with  the hustle and bustle of young professionals,/artists/actors, offering great value  and a convenient distance from Times square, literally steps to Penn station,A/C/E/7, and a couple of blocks from Bryant park bus terminal.<br /><br /><br /><br />FOR A PRIVATE VIEWING CALL OR TEXT MARLON AT 114-430-4542 OR EMAIL kagglemanager@renthop.com<p><a  website_redacted ",West 34th Street,"['Doorman', 'Elevator', 'No Fee']",medium,40.7545,7171795,-73.9984,0e9224b92761e500a713e22bcd9870cb,"['https://photos.renthop.com/2/7171795_c019055d4518f23e4350651972e4f171.jpg', 'https://photos.renthop.com/2/7171795_04591defd25ee3be31b53cda5de49f57.jpg', 'https://photos.renthop.com/2/7171795_3ace09bdaafd6ead9a803cb71c30c299.jpg', 'https://photos.renthop.com/2/7171795_47e5c735f70805cbeaad02941edba7a5.jpg']",2200,455 West 34th Street,2200.0,"40.7545,-73.9984",not available,not available,337.4321534895356
107806,1.0,2,66fdfaf27322e8152a14829fa6ddd1a5,2016-04-23 05:26:58,Large 2 bedroom 1 bathroom on a high floor with great natural light. Hardwood floors. Plenty of closets.Big rooms. Windowed kitchen. Windowed full bathroom with a tub<br /><br />Bond New York is a real estate broker that supports equal housing opportunity.<p><a  website_redacted ,E 72nd St.,"['Doorman', 'Elevator', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors']",low,40.7681,6916616,-73.9563,a7b60b2c4159a7943d2fda4603861053,"['https://photos.renthop.com/2/6916616_4a10366270dc354270ba7f681fb0d78b.jpg', 'https://photos.renthop.com/2/6916616_a321ac9730a758d1e6b4db25b756bed4.jpg', 'https://photos.renthop.com/2/6916616_527e115df36338af937531108919d03e.jpg', 'https://photos.renthop.com/2/6916616_b12af124eb6371a62bd859e77c8cec05.jpg', 'https://photos.renthop.com/2/6916616_f5a56307316840b2e7afe0030a8365f5.jpg', 'https://photos.renthop.com/2/6916616_c7198b72a2e197aaada6a38111fb25e1.jpg', 'https://photos.renthop.com/2/6916616_da028cec2a25c805a0fbcd5ab0d9a1a4.jpg', 'https://photos.renthop.com/2/6916616_d9a0aac71c68e2c14e97062cbe606ef8.jpg']",3795,355 E 72nd St.,1265.0,"40.7681,-73.9563",not available,not available,190.7563940172788
59786,1.0,2,185eb34a32f649fe3a0e504a4b393e56,2016-05-03 04:59:12,,Brighton 11th Street,"['Elevator', 'Cats Allowed', 'Dogs Allowed', 'Exclusive']",low,40.5806,6957933,-73.957,d1737922fe92ccb0dc37ba85589e6415,[],2100,79 Brighton 11th Street,700.0,"40.5806,-73.957",not available,not available,488.7357802751048
26683,1.0,1,73d0a441ec66a42f78e70d1228928470,2016-06-15 02:26:31,"Beautiful one bedroom apartment on a cobblestone West Village block just below the Meatpacking District. Enjoy your own private entrance into a living room that spans the full width of the building and features a decorative fireplace. A galley kitchen with dishwasher sits opposite 3 enormous closets. The super quiet bedroom fits a king sized bed and features an exposed brick decorative fireplace and another large closet. Sorry, no pets and no smoking allowed in this apartment. This apartment does not include access to the backyard.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Donny Opoku for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> ",Jane Street,"['Dogs Allowed', 'Cats Allowed']",low,40.7381,7161978,-74.0071,66964e10d8248de58ef65bf0114e0e46,"['https://photos.renthop.com/2/7161978_7784ea32647923d444021e3cda4f8375.jpg', 'https://photos.renthop.com/2/7161978_1036e229601e8b17c6402298cc19139f.jpg', 'https://photos.renthop.com/2/7161978_2f0debacb22da4e58065ef0c00da5c8c.jpg', 'https://photos.renthop.com/2/7161978_82339587c4227f26b304f74b683e4210.jpg']",3500,80 Jane Street,1750.0,"40.7381,-74.0071",not available,not available,424.92130889858237
76474,1.0,0,7a302cb6ee407feaeebc082a5eb99ac3,2016-05-13 06:12:18,JULY 1st MOVE ONLY!!  Renovated Studio rental - full service building - 24hr doorman - laundry room - 8min walk to Columbus circle / central park - All applicants please have a valid US Social # &  good credit.   NO DOGS ALLOWEDplease call Glenn 725-322-8458 to schedule a viewing<br /><br /><br /><br /><br /><br /><p><a  website_redacted ,424 West 57th Street,"['Doorman', 'Elevator', 'Pre-War', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors']",low,40.7682,7008172,-73.987,c7becdd5c4a5f8a28bdc91cfefe794c7,"['https://photos.renthop.com/2/7008172_1e145a3ae590b70e431a5183d8af87d3.jpg', 'https://photos.renthop.com/2/7008172_7a1107ef6013a94502817c424ff85ae6.jpg', 'https://photos.renthop.com/2/7008172_45112896f2abce2e09d8ec36aba08a84.jpg', 'https://photos.renthop.com/2/7008172_174eec464965a389c802b947dd174ffb.jpg']",2400,424 West 57th Street,2400.0,"40.7682,-73.987",not available,not available,428.1721987307913
59104,1.0,2,7f9dfd837576db8a2ab998672bc16d4b,2016-05-12 14:00:34,"No Broker Fee!Newly Renovated 2 Bedroom in Prospect Heights! Only 2 Blocks from Prospect Park and the subway! Queen sized bedrooms with windows & closets. Brand new kitchen with full sized stainless steel appliances including a dishwasher, microwave, and breakfast bar. There's a laundry room in building with a washer & dryer. Live in popular  Prospect Heights, only 3 blocks from the 2, 3, 4, 5 at Franklin Ave, Prospect Park, Brooklyn Museum, and Brooklyn Botanical Gardens. Surrounded by other neighborhood favorites like Franklin Park, Coffee Bites, Washington Commons, Covenhoven, Lincoln Station, Tom's Diner, and so much more!Heat, water & hot water included with rent! ",788 Classon Avenue,"['Cats Allowed', 'Dogs Allowed', 'No Fee', 'Exclusive', 'Laundry In Building', 'Dishwasher', 'Microwave']",medium,40.6735,7003383,-73.9608,426ccaf64dfd648b306beae70e2c8b33,"['https://photos.renthop.com/2/7003383_cde79e3e0e01d36ae8a33be603c8dd3a.jpg', 'https://photos.renthop.com/2/7003383_6a3ea72a97ea78b07edaa7c158f26b04.jpg', 'https://photos.renthop.com/2/7003383_85b7afb2f297974cbc3b5a92da58bba9.jpg', 'https://photos.renthop.com/2/7003383_a2f6c2bceb25f6087925bc8a23e12b6a.jpg', 'https://photos.renthop.com/2/7003383_10852e3136d6620a6a28789ca12c6863.jpg']",3000,788 Classon Avenue,1000.0,"40.6735,-73.9608",not available,not available,303.3933127188555
75009,1.0,1,d9ecc11f7d634c492a93cbfaa310a71c,2016-05-05 06:49:26,"Spacious studio convertible into a 1 bedroom! Walls allowed. Walk-in closet along with lots of other storage space. Newly renovated kitchen; stainless steel appliances and granite counter top. Marble bathroom. Lots of windows, very well lit!<br /><br />For more information please contact Audrey Nelch at 953-715-1666 or at kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted ",East 82nd Street,"['Doorman', 'Laundry in Building', 'Dishwasher', 'Hardwood Floors']",low,40.7753,6971166,-73.954,f8d61ab0f404fc886110b72321c77c91,"['https://photos.renthop.com/2/6971166_89a475c53363393cf82954b49ae27849.jpg', 'https://photos.renthop.com/2/6971166_bb481ae139d9bfa8990f453bf481bd96.jpg', 'https://photos.renthop.com/2/6971166_9b60bf41ce1ecae30893c18cca975800.jpg', 'https://photos.renthop.com/2/6971166_16d1ec543fbf0f671345712b0510e047.jpg', 'https://photos.renthop.com/2/6971166_7975cde82f2ada2290b1bd9c795813d7.jpg']",2850,240 East 82nd Street,1425.0,"40.7753,-73.954",not available,not available,341.02120778212065
5760,2.0,3,f4fce2be9d94d6ee2f4449db343ff8e4,2016-06-03 05:27:15,"ONE OF THE CITY?S LARGEST LUXURY RENTAL APARTMENT DEVELOPMENTS HE FA?ADES OF THE BEIGE-BRICK TOWERS ARE MODULATED WITH BROWN BRICK THAT SERVES AS VERTICAL ACCENTS TO FURTHER BREAK UP THE MASS OF THE PROJECT. A ROOFTOP HEALTH CLUB AND POOL ATOP ONE OF THE TOWERS ALSO ADDS SOME VISUAL INTEREST. IN ADDITION TO A HEALTH CLUB AND POOL, THIS DEVELOPMENT ALSO HAS A GARAGE. A DOORMAN, A DRIVEWAY, A RECREATION ROOM, A CONCIERGE, A BICYCLE ROOM, AND VALET SERVICE AND PERMITS SMALL DOGS. THE BUILDINGS HAVE CANOPIED ENTRANCES. THERE IS A SUBWAY STATION NEARBY AT LEXINGTON AVENUE AND 96TH STREET ON WHICH THERE IS ALSO GOOD CROSS-TOWN BUS SERVICE. A MAJOR ENTRANCE AND EXIT TO THE FDR DRIVE IS TO THE EAST AS ARE SEVERAL PLAYGROUNDS.<br /><br />SPECIOUS MODERN 3 BEDROOM (FLEX) APARTMENT IN LUXURIOUS BUILDING. HUGE LIVING ROOM AND KING SIZE BEDROOM. OPEN LAYOUT GRANITE KITCHEN, DISHWASHER AND BAR AREA, AMAZING MARBLE BATHROOM. HARDWOOD FLOORS.<br /><br />AMAZING LUXURIOUS BUILDING!! DONT MISS THIS DEAL<br /><br />SPECIALIZING IN NYC RENTALS, TAKE A STEP TO YOUR NEXT HOME. ORI 935-727-2488 kagglemanager@renthop.com AVAILABLE 24/7 ANY TIME ANY WHERE.<p><a  website_redacted ",East 95th Street,"['Swimming Pool', 'Roof Deck', 'Dining Room', 'Doorman', 'Elevator', 'Fitness Center', 'Pre-War', 'Laundry in Building', 'High Speed Internet', 'Dishwasher', 'Hardwood Floors', 'Wheelchair Access', 'Outdoor Space']",medium,40.7844,7104537,-73.9497,cbcd513212d592e6c717d27be14f46ac,"['https://photos.renthop.com/2/7104537_ba4be3d82838d3692d7313f0b075a20c.jpg', 'https://photos.renthop.com/2/7104537_b332a4fd943e886fa535726fded3dc27.jpg', 'https://photos.renthop.com/2/7104537_80da61601b3398c02a0c7b7cd6716c8a.jpg', 'https://photos.renthop.com/2/7104537_463854c9041e6cdbb69d30d5927211a6.jpg', 'https://photos.renthop.com/2/7104537_1d4f835dc560ea6715a72af8584b9269.jpg', 'https://photos.renthop.com/2/7104537_d77864f534653b8c88b73bd00a8e9d07.jpg', 'https://photos.renthop.com/2/7104537_5328c25e6b47e3f89d54de3eae80f26b.jpg']",4000,205 East 95th Street,800.0,"40.7844,-73.9497",not available,not available,182.55255698532622
